Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2021,Level 4,CC311,Wood Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,44,ANZSIC06 groups C141 and C149
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H01,Total income,Financial performance,"3,309",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,132,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,"3,051",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,3,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,14,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,109,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,"3,255",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,36,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,7,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,156,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H12,Salaries and wages paid,Financial performance,445,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,83,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"2,488",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H20,Non-operating expenses,Financial performance,41,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H21,Opening stocks,Financial performance,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H22,Closing stocks,Financial performance,593,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H23,Surplus before income tax,Financial performance,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H24,Total assets,Financial position,"4,712",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H25,Current assets,Financial position,"2,115",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H26,Fixed tangible assets,Financial position,"1,175",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H27,Additions to fixed assets,Financial position,178,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H29,Other assets,Financial position,"1,422",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H30,Total equity and liabilities,Financial position,"4,712",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H32,Current liabilities,Financial position,"1,066",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H33,Other liabilities,Financial position,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H34,Total income per employee count,Financial ratios,"682,300",ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H35,Surplus per employee count,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H36,Current ratio,Financial ratios,198,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H37,Quick ratio,Financial ratios,143,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H40,Return on total assets,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC32,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H01,Total income,Financial performance,"3,309",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H02,Sales of goods not further processed,Financial performance,132,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H03,Sales of other goods and services,Financial performance,"3,051",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,3,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,14,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H07,Non-operating income,Financial performance,109,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H08,Total expenditure,Financial performance,"3,255",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H09,Interest and donations,Financial performance,36,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H10,Indirect taxes,Financial performance,7,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H11,Depreciation,Financial performance,156,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H12,Salaries and wages paid,Financial performance,445,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,83,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"2,488",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H20,Non-operating expenses,Financial performance,41,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H21,Opening stocks,Financial performance,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H22,Closing stocks,Financial performance,593,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H23,Surplus before income tax,Financial performance,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H24,Total assets,Financial position,"4,712",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H25,Current assets,Financial position,"2,115",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H26,Fixed tangible assets,Financial position,"1,175",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H27,Additions to fixed assets,Financial position,178,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H29,Other assets,Financial position,"1,422",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H30,Total equity and liabilities,Financial position,"4,712",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H32,Current liabilities,Financial position,"1,066",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars (millions),H33,Other liabilities,Financial position,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H34,Total income per employee count,Financial ratios,"682,300",ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Dollars,H35,Surplus per employee count,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H36,Current ratio,Financial ratios,198,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H37,Quick ratio,Financial ratios,143,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H38,Margin on sales of goods for resale,Financial ratios,37,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H40,Return on total assets,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 4,CC321,"Pulp, Paper and Converted Paper Product Manufacturing",Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 groups C151 and C152
2021,Level 3,CC41,Printing,Dollars (millions),H01,Total income,Financial performance,"1,371",ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,85,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"1,209",ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,1,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,53,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H07,Non-operating income,Financial performance,23,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H08,Total expenditure,Financial performance,"1,279",ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H09,Interest and donations,Financial performance,16,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H10,Indirect taxes,Financial performance,14,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H11,Depreciation,Financial performance,60,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H12,Salaries and wages paid,Financial performance,402,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,58,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,719,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H20,Non-operating expenses,Financial performance,10,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H21,Opening stocks,Financial performance,103,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H22,Closing stocks,Financial performance,87,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H23,Surplus before income tax,Financial performance,77,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H24,Total assets,Financial position,931,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H25,Current assets,Financial position,403,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H26,Fixed tangible assets,Financial position,243,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H27,Additions to fixed assets,Financial position,42,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H28,Disposals of fixed assets,Financial position,12,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H29,Other assets,Financial position,285,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H30,Total equity and liabilities,Financial position,931,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,250,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H32,Current liabilities,Financial position,411,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars (millions),H33,Other liabilities,Financial position,270,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars,H34,Total income per employee count,Financial ratios,"202,800",ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Dollars,H35,Surplus per employee count,Financial ratios,"11,400",ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Percentage,H36,Current ratio,Financial ratios,98,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Percentage,H37,Quick ratio,Financial ratios,77,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,31,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Percentage,H39,Return on equity,Financial ratios,31,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups C161 and C162
2021,Level 3,CC41,Printing,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H01,Total income,Financial performance,"1,371",ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,85,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"1,209",ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,1,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,53,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H07,Non-operating income,Financial performance,23,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H08,Total expenditure,Financial performance,"1,279",ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H09,Interest and donations,Financial performance,16,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H10,Indirect taxes,Financial performance,14,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H11,Depreciation,Financial performance,60,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H12,Salaries and wages paid,Financial performance,402,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,58,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,719,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H20,Non-operating expenses,Financial performance,10,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H21,Opening stocks,Financial performance,103,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H22,Closing stocks,Financial performance,87,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H23,Surplus before income tax,Financial performance,77,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H24,Total assets,Financial position,931,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H25,Current assets,Financial position,403,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H26,Fixed tangible assets,Financial position,243,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H27,Additions to fixed assets,Financial position,42,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H28,Disposals of fixed assets,Financial position,12,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H29,Other assets,Financial position,285,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H30,Total equity and liabilities,Financial position,931,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,250,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H32,Current liabilities,Financial position,411,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars (millions),H33,Other liabilities,Financial position,270,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars,H34,Total income per employee count,Financial ratios,"202,800",ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Dollars,H35,Surplus per employee count,Financial ratios,"11,400",ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Percentage,H36,Current ratio,Financial ratios,98,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Percentage,H37,Quick ratio,Financial ratios,77,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,31,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Percentage,H39,Return on equity,Financial ratios,31,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 groups C161 and C162
2021,Level 4,CC411,Printing,Percentage,H41,Liabilities structure,Financial ratios,27,ANZSIC06 groups C161 and C162
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,"9,525",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,"3,049",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"6,416",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"9,876",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,106,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,"2,300",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,C,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,251,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,13,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,"2,565",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"4,023",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,"1,212",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,"1,066",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,-498,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,"6,820",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,"2,962",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,"2,381",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,141,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,"1,477",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"6,820",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,382",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"1,858",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,"2,581",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"2,915,100",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"-152,300",ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,159,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,102,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,16,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,-21,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,-7,ANZSIC06 group C170
2021,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,35,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,"9,525",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,"3,049",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"6,416",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"9,876",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,106,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,"2,300",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,C,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,251,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,13,ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,"2,565",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"4,023",ANZSIC06 group C170
2021,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group C170
